Date_Time,Current(A),Voltage(V),Charge_Capacity(Ah)
12-13-2013 13:09:05,-2.599730968,3.006364584,0.162710128
12-13-2013 13:09:35,-2.599911213,2.998106003,0.162710128
12-13-2013 13:10:05,-2.599730968,2.988551855,0.162710128
12-13-2013 13:10:35,-2.599911213,2.977378368,0.162710128
12-13-2013 13:11:05,-2.599730968,2.96426177,0.162710128
12-13-2013 13:11:35,-2.599911213,2.94887805,0.162710128
12-13-2013 13:12:05,-2.60027194,2.930903435,0.162710128
12-13-2013 13:12:35,-2.599911213,2.910499573,0.162710128
12-13-2013 13:13:05,-2.599730968,2.886209488,0.162710128
12-13-2013 13:13:35,-2.599730968,2.857547283,0.162710128
12-13-2013 13:14:05,-2.599911213,2.823541164,0.162710128
12-13-2013 13:14:36,-2.599911213,2.782571793,0.162710128
12-13-2013 13:15:06,-2.599730968,2.73253417,0.162710128
12-13-2013 13:15:36,-2.599911213,2.667760611,0.162710128
12-13-2013 13:16:06,-2.599911213,2.57772541,0.162710128
12-13-2013 13:16:36,-2.599911213,2.424050093,0.162710128
12-13-2013 13:17:06,-2.599911213,2.002212286,0.162710128
12-13-2013 13:17:06,-2.599730968,1.999621272,0.162710128
12-13-2013 13:17:06,-0.000354066,2.112327337,0.162710128
12-13-2013 13:17:36,0,2.535298824,0.162710128
12-13-2013 13:18:06,0,2.591327906,0.162710128
12-13-2013 13:18:36,0,2.621447563,0.162710128
12-13-2013 13:19:06,0,2.642013311,0.162710128
12-13-2013 13:19:36,2.599744081,2.998753786,0.184387415
12-13-2013 13:20:06,2.599744081,3.093485117,0.20606449
12-13-2013 13:20:36,2.599924326,3.158744335,0.2277422
12-13-2013 13:21:06,2.599924326,3.208781958,0.24940824
12-13-2013 13:21:36,2.599924326,3.249427319,0.271085505
12-13-2013 13:22:06,2.600104809,3.283433676,0.292763032
12-13-2013 13:22:36,2.599924326,3.312257767,0.314440084
12-13-2013 13:23:06,2.599744081,3.334118843,0.336116757
12-13-2013 13:23:36,2.600104809,3.347397566,0.357793836
12-13-2013 13:24:06,2.599924326,3.355494261,0.379471274
12-13-2013 13:24:36,2.599744081,3.361809492,0.401148696
12-13-2013 13:25:06,2.600104809,3.367639303,0.422826124
12-13-2013 13:25:36,2.599744081,3.372821093,0.444503648
12-13-2013 13:26:06,2.599924326,3.378488779,0.466181016
12-13-2013 13:26:36,2.599924326,3.384156466,0.487858395
12-13-2013 13:27:06,2.599924326,3.389824152,0.509535829
12-13-2013 13:27:36,2.600104809,3.395329952,0.531213336
12-13-2013 13:28:06,2.599924326,3.400835752,0.552890679
12-13-2013 13:28:36,2.599924326,3.405855656,0.57456819
12-13-2013 13:29:06,2.599924326,3.411037445,0.5962452
12-13-2013 13:29:36,2.600104809,3.415733576,0.617921931
12-13-2013 13:30:06,2.599744081,3.42026782,0.639598552
12-13-2013 13:30:36,2.600104809,3.42463994,0.661275114
12-13-2013 13:31:06,2.600285053,3.429174185,0.682952042
12-13-2013 13:31:36,2.599744081,3.432898521,0.704629881
12-13-2013 13:32:06,2.600104809,3.43646121,0.72630755
12-13-2013 13:32:36,2.600104809,3.440023661,0.74797401
12-13-2013 13:33:06,2.599924326,3.442938566,0.769662949
12-13-2013 13:33:37,2.599744081,3.445691347,0.791340664
12-13-2013 13:34:07,2.600104809,3.448444366,0.813018356
12-13-2013 13:34:37,2.599924326,3.451035261,0.834696069
12-13-2013 13:35:07,2.600104809,3.453302383,0.856373091
12-13-2013 13:35:37,2.600104809,3.455731392,0.878050801
12-13-2013 13:36:07,2.599924326,3.45783639,0.899717921
12-13-2013 13:36:37,2.599924326,3.460103512,0.921395667
12-13-2013 13:37:07,2.599924326,3.462370634,0.943073408
12-13-2013 13:37:37,2.599924326,3.464475632,0.964751236
12-13-2013 13:38:07,2.599924326,3.466742754,0.986417715
12-13-2013 13:38:37,2.600285053,3.469333649,1.008106729
12-13-2013 13:39:07,2.600104809,3.471600771,1.02978452
12-13-2013 13:39:37,2.599924326,3.47435379,1.051462212
12-13-2013 13:40:07,2.600104809,3.477106571,1.07313986
12-13-2013 13:40:37,2.599744081,3.479697466,1.094817688
12-13-2013 13:41:07,2.600104809,3.482774258,1.116495389
12-13-2013 13:41:37,2.599924326,3.485851049,1.138173031
12-13-2013 13:42:07,2.599744081,3.489251614,1.159850716
12-13-2013 13:42:37,2.599744081,3.493138075,1.181528275
12-13-2013 13:43:07,2.599924326,3.497024536,1.203206219
12-13-2013 13:43:37,2.600104809,3.501558542,1.224883869
12-13-2013 13:44:07,2.600104809,3.505930901,1.246561534
12-13-2013 13:44:37,2.599924326,3.510950804,1.268239214
12-13-2013 13:45:07,2.599924326,3.51661849,1.289916869
12-13-2013 13:45:37,2.599924326,3.52293396,1.311594646
12-13-2013 13:46:07,2.599744081,3.529735088,1.333272444
12-13-2013 13:46:37,2.600104809,3.537831783,1.354950252
12-13-2013 13:47:07,2.600104809,3.546900034,1.376627992
12-13-2013 13:47:37,2.599924326,3.556940079,1.398305737
12-13-2013 13:48:07,2.599924326,3.569408894,1.419983438
12-13-2013 13:48:37,2.600104809,3.583821058,1.441661253
12-13-2013 13:49:07,2.600104809,3.60114789,1.463339121
12-13-2013 13:49:37,2.599924326,3.622037411,1.48501668
12-13-2013 13:50:07,2.599924326,3.647461176,1.506694512
12-13-2013 13:50:37,2.600104809,3.679685831,1.528372194
12-13-2013 13:51:07,2.600104809,3.72033143,1.550049907
12-13-2013 13:51:37,2.600104809,3.773931503,1.571716333
12-13-2013 13:52:07,2.599924326,3.847773314,1.593405061
12-13-2013 13:52:37,2.600104809,3.956754923,1.61508185
12-13-2013 13:53:03,2.599744081,4.100066662,1.633734513
12-13-2013 13:53:33,1.59125936,4.099742413,1.650427264
12-13-2013 13:54:03,1.036800146,4.099580765,1.661208483
12-13-2013 13:54:33,0.685913146,4.099742413,1.6682779
12-13-2013 13:55:03,0.46467042,4.099580765,1.673003281
12-13-2013 13:55:33,0.324207425,4.099742413,1.676246493
12-13-2013 13:56:03,0.233330205,4.099580765,1.678545169
12-13-2013 13:56:33,0.173286334,4.099904537,1.680224551
12-13-2013 13:57:03,0.132896453,4.099580765,1.68149134
12-13-2013 13:57:33,0.104767792,4.099742413,1.682475271
12-13-2013 13:58:03,0.084933482,4.099742413,1.683260555
12-13-2013 13:58:12,0.079884745,4.099742413,1.683462443
12-13-2013 13:58:42,0,4.012460232,1.683462443
12-13-2013 13:59:12,0,3.950763464,1.683462443
12-13-2013 13:59:42,0,3.901859283,1.683462443
12-13-2013 14:00:12,0,3.861699581,1.683462443
12-13-2013 14:00:12,-0.000173754,3.861699581,1.683462443
12-13-2013 14:00:42,0,3.827693462,1.683462443
12-13-2013 14:01:12,0,3.798869371,1.683462443
12-13-2013 14:01:42,-2.599730968,3.205705166,1.683462443
12-13-2013 14:02:12,-2.599730968,3.187892437,1.683462443
12-13-2013 14:02:42,-2.599550724,3.180767536,1.683462443
12-13-2013 14:03:12,-2.599550724,3.175747395,1.683462443
12-13-2013 14:03:43,-2.599911213,3.171861172,1.683462443
12-13-2013 14:04:13,-2.599911213,3.168622494,1.683462443
12-13-2013 14:04:43,-2.599730968,3.165707588,1.683462443
12-13-2013 14:05:13,-2.599911213,3.162954807,1.683462443
12-13-2013 14:05:43,-2.599911213,3.160525799,1.683462443
12-13-2013 14:06:13,-2.599730968,3.158258677,1.683462443
12-13-2013 14:06:43,-2.599730968,3.15615344,1.683462443
12-13-2013 14:07:13,-2.599911213,3.154048443,1.683462443
12-13-2013 14:07:43,-2.599911213,3.151943207,1.683462443
12-13-2013 14:08:13,-2.599730968,3.150161982,1.683462443
12-13-2013 14:08:43,-2.599730968,3.148380756,1.683462443
12-13-2013 14:09:13,-2.599730968,3.146599293,1.683462443
12-13-2013 14:09:43,-2.599911213,3.144656181,1.683462443
12-13-2013 14:10:13,-2.599730968,3.142874956,1.683462443
12-13-2013 14:10:43,-2.599730968,3.141093731,1.683462443
12-13-2013 14:11:13,-2.599730968,3.139150381,1.683462443
12-13-2013 14:11:43,-2.599730968,3.13720727,1.683462443
12-13-2013 14:12:13,-2.599911213,3.135102034,1.683462443
12-13-2013 14:12:43,-2.599730968,3.133158922,1.683462443
12-13-2013 14:13:13,-2.599730968,3.131053686,1.683462443
12-13-2013 14:13:43,-2.599730968,3.128786564,1.683462443
12-13-2013 14:14:13,-2.599911213,3.126681566,1.683462443
12-13-2013 14:14:43,-2.599730968,3.124252558,1.683462443
12-13-2013 14:15:13,-2.599730968,3.121499538,1.683462443
12-13-2013 14:15:43,-2.599911213,3.118908644,1.683462443
12-13-2013 14:16:13,-2.599911213,3.116317749,1.683462443
12-13-2013 14:16:43,-2.599911213,3.113726854,1.683462443
12-13-2013 14:17:13,-2.599730968,3.110811949,1.683462443
12-13-2013 14:17:43,-2.599730968,3.107897043,1.683462443
12-13-2013 14:18:13,-2.599550724,3.104982376,1.683462443
12-13-2013 14:18:43,-2.599730968,3.101581812,1.683462443
12-13-2013 14:19:13,-2.599911213,3.098343134,1.683462443
12-13-2013 14:19:43,-2.599730968,3.095104456,1.683462443
12-13-2013 14:20:13,-2.599730968,3.091703653,1.683462443
12-13-2013 14:20:43,-2.599911213,3.087979317,1.683462443
12-13-2013 14:21:13,-2.599911213,3.084254742,1.683462443
12-13-2013 14:21:43,-2.599730968,3.080530405,1.683462443
12-13-2013 14:22:13,-2.599730968,3.076482058,1.683462443
12-13-2013 14:22:43,-2.599730968,3.072271585,1.683462443
12-13-2013 14:23:13,-2.599730968,3.067899466,1.683462443
12-13-2013 14:23:43,-2.599730968,3.063689232,1.683462443
12-13-2013 14:24:13,-2.599730968,3.058993101,1.683462443
12-13-2013 14:24:43,-2.599730968,3.054458857,1.683462443
12-13-2013 14:25:13,-2.599911213,3.049438953,1.683462443
12-13-2013 14:25:43,-2.599730968,3.044580936,1.683462443
12-13-2013 14:26:13,-2.599730968,3.039399147,1.683462443
12-13-2013 14:26:43,-2.599730968,3.034055233,1.683462443
12-13-2013 14:27:13,-2.599550724,3.02822566,1.683462443
12-13-2013 14:27:43,-2.599730968,3.022072077,1.683462443
12-13-2013 14:28:13,-2.599730968,3.014947176,1.683462443
12-13-2013 14:28:43,-2.599911213,3.007012367,1.683462443
12-13-2013 14:29:13,-2.600091696,2.997781992,1.683462443
12-13-2013 14:29:43,-2.599911213,2.987094402,1.683462443
12-13-2013 14:30:13,-2.600091696,2.974301577,1.683462443
12-13-2013 14:30:43,-2.599911213,2.959403753,1.683462443
12-13-2013 14:31:13,-2.599911213,2.942076683,1.683462443
12-13-2013 14:31:43,-2.599911213,2.921673059,1.683462443
12-13-2013 14:32:13,-2.599911213,2.897706985,1.683462443
12-13-2013 14:32:43,-2.599730968,2.869854212,1.683462443
12-13-2013 14:33:13,-2.599730968,2.83633399,1.683462443
12-13-2013 14:33:43,-2.599730968,2.796336174,1.683462443
12-13-2013 14:34:13,-2.599550724,2.747270346,1.683462443
12-13-2013 14:34:43,-2.599730968,2.68476367,1.683462443
12-13-2013 14:35:13,-2.599911213,2.599424601,1.683462443
12-13-2013 14:35:43,-2.599730968,2.461133003,1.683462443
12-13-2013 14:36:13,-2.599730968,2.108440876,1.683462443
12-13-2013 14:36:18,-2.599730968,1.999621272,1.683462443
12-13-2013 14:36:18,-0.00071469,2.104554415,1.683462443
12-13-2013 14:36:49,0,2.53708005,1.683462443
12-13-2013 14:37:19,0,2.593109131,1.683462443
12-13-2013 14:37:49,0,2.623228788,1.683462443
12-13-2013 14:38:19,0,2.643470526,1.683462443
12-13-2013 14:38:49,2.599924326,2.998267889,1.705139773
12-13-2013 14:39:19,2.599744081,3.092837334,1.726817046
12-13-2013 14:39:49,2.599924326,3.157772779,1.748494411
12-13-2013 14:40:19,2.600104809,3.208134174,1.770171703
12-13-2013 14:40:49,2.600104809,3.248617649,1.79183764
12-13-2013 14:41:19,2.599924326,3.282624006,1.813515327
12-13-2013 14:41:49,2.599924326,3.311286211,1.835192676
12-13-2013 14:42:19,2.600104809,3.33347106,1.856869567
12-13-2013 14:42:49,2.599744081,3.346425772,1.878536269
12-13-2013 14:43:19,2.599744081,3.354522467,1.900021859
12-13-2013 14:43:49,2.599924326,3.360999823,1.921879874
12-13-2013 14:44:19,2.600285053,3.36699152,1.943557372
12-13-2013 14:44:49,2.599924326,3.372173309,1.965234757
12-13-2013 14:45:19,2.599924326,3.377840996,1.98691223
12-13-2013 14:45:49,2.599924326,3.383346796,2.008589759
12-13-2013 14:46:19,2.599924326,3.389014482,2.030267251
12-13-2013 14:46:49,2.599924326,3.394682169,2.051944339
12-13-2013 14:47:19,2.599924326,3.400026083,2.073622252
12-13-2013 14:47:49,2.600104809,3.405207872,2.095299727
12-13-2013 14:48:19,2.599924326,3.410227776,2.116977173
12-13-2013 14:48:49,2.599924326,3.414923906,2.138654631
12-13-2013 14:49:19,2.599924326,3.419620037,2.160332208
12-13-2013 14:49:49,2.599924326,3.423992157,2.18200958
12-13-2013 14:50:19,2.599924326,3.428202391,2.203687139
12-13-2013 14:50:49,2.599924326,3.432250738,2.225364365
12-13-2013 14:51:19,2.599744081,3.435651541,2.247042146
12-13-2013 14:51:49,2.599924326,3.439213991,2.268719248
12-13-2013 14:52:19,2.599924326,3.442128897,2.290396875
12-13-2013 14:52:49,2.599924326,3.445043564,2.312074357
12-13-2013 14:53:19,2.599744081,3.447634697,2.33375182
12-13-2013 14:53:49,2.600104809,3.450225592,2.355429332
12-13-2013 14:54:19,2.599924326,3.452330589,2.377106776
12-13-2013 14:54:49,2.600104809,3.454759598,2.398784047
12-13-2013 14:55:19,2.600104809,3.45702672,2.420461767
12-13-2013 14:55:49,2.600104809,3.459131956,2.442138973
12-13-2013 14:56:19,2.600104809,3.461075068,2.463816388
12-13-2013 14:56:49,2.599924326,3.46334219,2.485493806
12-13-2013 14:57:19,2.599924326,3.465771198,2.50717106
12-13-2013 14:57:49,2.600104809,3.468038321,2.52884864
12-13-2013 14:58:19,2.599924326,3.470467329,2.550525735
12-13-2013 14:58:49,2.599924326,3.472896338,2.572203506
12-13-2013 14:59:19,2.599924326,3.475487232,2.593880896
12-13-2013 14:59:49,2.599924326,3.478240013,2.615558367
12-13-2013 15:00:19,2.599924326,3.481316805,2.637235547
12-13-2013 15:00:49,2.600104809,3.484393597,2.658913163
12-13-2013 15:01:19,2.600104809,3.487956047,2.680590517
12-13-2013 15:01:49,2.599924326,3.49135685,2.702267949
12-13-2013 15:02:19,2.599744081,3.495243073,2.723945178
12-13-2013 15:02:49,2.600104809,3.499615431,2.745622626
12-13-2013 15:03:19,2.599924326,3.503987551,2.767288233
12-13-2013 15:03:49,2.599744081,3.509169579,2.788966017
12-13-2013 15:04:20,2.599924326,3.514513254,2.810643344
12-13-2013 15:04:50,2.599744081,3.520666838,2.832320764
12-13-2013 15:05:20,2.600104809,3.527629852,2.853997944
12-13-2013 15:05:50,2.599924326,3.535402775,2.875675376
12-13-2013 15:06:20,2.600104809,3.544471025,2.897352722
12-13-2013 15:06:50,2.599924326,3.554996729,2.919030208
12-13-2013 15:07:20,2.599924326,3.566817999,2.940707293
12-13-2013 15:07:50,2.599744081,3.580906153,2.962385083
12-13-2013 15:08:20,2.599744081,3.597909212,2.9840624
12-13-2013 15:08:50,2.599924326,3.61847496,3.005739701
12-13-2013 15:09:20,2.600104809,3.643574715,3.027417295
12-13-2013 15:09:50,2.599924326,3.674827814,3.049094706
12-13-2013 15:10:20,2.599924326,3.714663744,3.070771912
12-13-2013 15:10:50,2.600104809,3.766320467,3.092449452
12-13-2013 15:11:20,2.599744081,3.837733507,3.114126831
12-13-2013 15:11:50,2.600104809,3.942018986,3.135804165
12-13-2013 15:12:19,2.599924326,4.10022831,3.156916186
12-13-2013 15:12:49,1.591800332,4.099580765,3.173602919
12-13-2013 15:13:19,1.03607893,4.099580765,3.184386821
12-13-2013 15:13:49,0.682847857,4.099742413,3.191441929
12-13-2013 15:14:19,0.45835951,4.099580765,3.196129764
12-13-2013 15:14:49,0.316273689,4.099580765,3.199317298
12-13-2013 15:15:19,0.224675238,4.099742413,3.201546011
12-13-2013 15:15:49,0.164811671,4.099904537,3.203152495
12-13-2013 15:16:19,0.124421798,4.099742413,3.204347306
12-13-2013 15:16:49,0.097014382,4.099742413,3.205262929
12-13-2013 15:17:15,0.079884745,4.099742413,3.205884152
12-13-2013 15:17:45,0,4.012460232,3.205884152
12-13-2013 15:18:15,0,3.951573133,3.205884152
12-13-2013 15:18:45,0,3.903802395,3.205884152
12-13-2013 15:19:15,0,3.8644526,3.205884152
12-13-2013 15:19:15,-0.000354066,3.8644526,3.205884152
12-13-2013 15:19:45,0,3.831094265,3.205884152
12-13-2013 15:20:15,0,3.802917719,3.205884152
12-13-2013 15:20:45,-2.599911213,3.206191063,3.205884152
12-13-2013 15:21:15,-2.599911213,3.188216448,3.205884152
12-13-2013 15:21:45,-2.600091696,3.180929422,3.205884152
12-13-2013 15:22:15,-2.599911213,3.176233292,3.205884152
12-13-2013 15:22:45,-2.599911213,3.172508717,3.205884152
12-13-2013 15:23:15,-2.599730968,3.169108152,3.205884152
12-13-2013 15:23:45,-2.599730968,3.166193485,3.205884152
12-13-2013 15:24:15,-2.599730968,3.163602352,3.205884152
12-13-2013 15:24:45,-2.599911213,3.161011457,3.205884152
12-13-2013 15:25:15,-2.599911213,3.158582449,3.205884152
12-13-2013 15:25:45,-2.599730968,3.156639338,3.205884152
12-13-2013 15:26:15,-2.599911213,3.154534101,3.205884152
12-13-2013 15:26:45,-2.600091696,3.15259099,3.205884152
12-13-2013 15:27:15,-2.599911213,3.150323868,3.205884152
12-13-2013 15:27:45,-2.599911213,3.148704529,3.205884152
12-13-2013 15:28:15,-2.599730968,3.146761417,3.205884152
12-13-2013 15:28:45,-2.599730968,3.144979954,3.205884152
12-13-2013 15:29:15,-2.599911213,3.143036842,3.205884152
12-13-2013 15:29:45,-2.599730968,3.141255617,3.205884152
12-13-2013 15:30:15,-2.599911213,3.139312267,3.205884152
12-13-2013 15:30:45,-2.599730968,3.137531042,3.205884152
12-13-2013 15:31:15,-2.599730968,3.135426044,3.205884152
12-13-2013 15:31:45,-2.599730968,3.133320808,3.205884152
12-13-2013 15:32:15,-2.599911213,3.131215572,3.205884152
12-13-2013 15:32:46,-2.599911213,3.129110575,3.205884152
12-13-2013 15:33:16,-2.599911213,3.126681566,3.205884152
12-13-2013 15:33:46,-2.599730968,3.124252558,3.205884152
12-13-2013 15:34:16,-2.599730968,3.121823549,3.205884152
12-13-2013 15:34:46,-2.599911213,3.119232655,3.205884152
12-13-2013 15:35:16,-2.599911213,3.116479635,3.205884152
12-13-2013 15:35:46,-2.599730968,3.113888741,3.205884152
12-13-2013 15:36:16,-2.599911213,3.110973835,3.205884152
12-13-2013 15:36:46,-2.599730968,3.108059168,3.205884152
12-13-2013 15:37:16,-2.599911213,3.104982376,3.205884152
12-13-2013 15:37:46,-2.599730968,3.101905584,3.205884152
12-13-2013 15:38:16,-2.599730968,3.09850502,3.205884152
12-13-2013 15:38:46,-2.599730968,3.095104456,3.205884152
12-13-2013 15:39:16,-2.599911213,3.091703653,3.205884152
12-13-2013 15:39:46,-2.599911213,3.088141203,3.205884152
12-13-2013 15:40:16,-2.599911213,3.084416628,3.205884152
12-13-2013 15:40:46,-2.599911213,3.080530405,3.205884152
12-13-2013 15:41:16,-2.599730968,3.076643944,3.205884152
12-13-2013 15:41:46,-2.599730968,3.07243371,3.205884152
12-13-2013 15:42:16,-2.600091696,3.067899466,3.205884152
12-13-2013 15:42:46,-2.600091696,3.063527346,3.205884152
12-13-2013 15:43:16,-2.599730968,3.059154987,3.205884152
12-13-2013 15:43:46,-2.599911213,3.054458857,3.205884152
12-13-2013 15:44:16,-2.599911213,3.049438953,3.205884152
12-13-2013 15:44:46,-2.599730968,3.044580936,3.205884152
12-13-2013 15:45:16,-2.599730968,3.039561033,3.205884152
12-13-2013 15:45:46,-2.599911213,3.033893347,3.205884152
12-13-2013 15:46:16,-2.599911213,3.028387547,3.205884152
12-13-2013 15:46:46,-2.599730968,3.022072077,3.205884152
12-13-2013 15:47:16,-2.599730968,3.015109062,3.205884152
12-13-2013 15:47:46,-2.599730968,3.007174253,3.205884152
12-13-2013 15:48:16,-2.599730968,2.997944117,3.205884152
12-13-2013 15:48:46,-2.599730968,2.987256289,3.205884152
12-13-2013 15:49:16,-2.599730968,2.974625587,3.205884152
12-13-2013 15:49:46,-2.599730968,2.95988965,3.205884152
12-13-2013 15:50:16,-2.599911213,2.94256258,3.205884152
12-13-2013 15:50:46,-2.599550724,2.922320843,3.205884152
12-13-2013 15:51:16,-2.599911213,2.898516655,3.205884152
12-13-2013 15:51:46,-2.599730968,2.870501995,3.205884152
12-13-2013 15:52:16,-2.599730968,2.837467432,3.205884152
12-13-2013 15:52:46,-2.599911213,2.797631741,3.205884152
12-13-2013 15:53:16,-2.599911213,2.749051571,3.205884152
12-13-2013 15:53:46,-2.599911213,2.687192678,3.205884152
12-13-2013 15:54:16,-2.599730968,2.603148937,3.205884152
12-13-2013 15:54:46,-2.599550724,2.468258142,3.205884152
12-13-2013 15:55:16,-2.599730968,2.130301952,3.205884152
12-13-2013 15:55:22,-2.599730968,1.99929738,3.205884152
12-13-2013 15:55:22,-0.000354066,2.135321856,3.205884152
12-13-2013 15:55:52,0,2.538213491,3.205884152
12-13-2013 15:56:22,0,2.594242573,3.205884152
12-13-2013 15:56:52,0,2.624200583,3.205884152
12-13-2013 15:57:22,0,2.644280195,3.205884152
12-13-2013 15:57:53,2.599924326,2.998753786,3.227561598
12-13-2013 15:58:23,2.600285053,3.093322992,3.249239027
12-13-2013 15:58:53,2.600104809,3.158420563,3.27090535
12-13-2013 15:59:23,2.600104809,3.208296299,3.292582793
12-13-2013 15:59:53,2.599924326,3.248779774,3.314260325
12-13-2013 16:00:23,2.599924326,3.282947779,3.335937858
12-13-2013 16:00:53,2.600104809,3.311609983,3.357615434
12-13-2013 16:01:23,2.600104809,3.333956957,3.379281778
12-13-2013 16:01:53,2.599744081,3.346749783,3.400970596
12-13-2013 16:02:23,2.599924326,3.354846478,3.422648206
12-13-2013 16:02:53,2.600104809,3.361323833,3.444325785
12-13-2013 16:03:23,2.599924326,3.36699152,3.466003408
12-13-2013 16:03:53,2.599924326,3.372335196,3.487680988
12-13-2013 16:04:23,2.600104809,3.378002882,3.509358685
12-13-2013 16:04:53,2.599924326,3.383508682,3.531036011
12-13-2013 16:05:23,2.599924326,3.389176369,3.552713858
12-13-2013 16:05:53,2.600285053,3.395005941,3.574391545
12-13-2013 16:06:23,2.599924326,3.400187969,3.596069151
12-13-2013 16:06:53,2.599924326,3.405369759,3.617746738
12-13-2013 16:07:23,2.599924326,3.410389662,3.639424398
